preco,quilometragem,ano,infomacoes
62.002,251 Km,2008,Mercedes-benz Sprinter Furgão 2.2 Cdi 313 Longo Teto Baixo 5p
57.000,422.352 Km,2013,Citroën Jumper 2.3 Hdi Vetrato 5p
34.800,90.000 Km,2012,Renault Duster Dynamiq 2.0
16.900,89.000 Km,2006,Fiat Fiorino 1.3 Flex 4p
54.999,1 Km,2009,Fiat Ducato 2.8 Jtd Teto Alto 5p
75.893,197.891 Km,2012,Fiat Ducato 2.3 Multijet Teto Alto Economy 5p
45.000,606.000 Km,2007,Renault Master 2.5 Dci L3h2 5p
68.500,11.510 Km,2021,Fiat Fiorino 1.4 Hard Working Flex 4p
59.990,0 Km,2020,Effa Furgão V 25 V 25
99.100,563 Km,2020,Fiat Fiorino 1.4 Hard Working Flex 4p
124.920,59.000 Km,2015,Renault Master 2.3 Extra L3h2 Vitrè 5p
38.000,288.888 Km,2001,Mercedes-benz Sprinter Furgão 2.5 Curto 5p
48.990,500 Km,2011,Fiat Ducato 2.3 Multijet Teto Alto Economy 5p
99.900,174 Km,2015,Renault Master 2.3 Extra L3h2 5p
26.900,190.000 Km,2006,Toyota Fielder Gasolina
99.990,157.000 Km,2018,Renault Master L2h1
55.000,0 Km,2009,Peugeot Boxer Minibus 2.3 Minibus 16 Lugares
87.000,0 Km,2012,Renault Master 2.3 Dci Executive  Longo
52.000,313.860 Km,2010,Renault Master Minibus Microônibus 16 Lug
65.000,200.000 Km,2015,Citroën Jumper 2.3 Hdi 35lh 15l 5p
82.900,166.000 Km,2014,Iveco Dayli 45s17 Van 16 Lugares
105.000,0 Km,2010,Mercedes-benz Sprinter Van 2.2 Cdi 413 Luxo Teto Alto Rd 5p
95.000,148 Km,2013,Mercedes-benz Sprinter Van 415 Cdi Sprint Rm Diesel
39.990,118.000 Km,2012,Volkswagen Kombi 1.4 Standard Total Flex 3p
160.000,122 Km,2016,Mercedes-benz Sprinter Van 2.2 Cdi 415 Luxo Teto Alto 5p
73.990,0 Km,2021,Fiat Fiorino Fiorino 1.4 Working
82.990,0 Km,2021,Fiat Fiorino Fiorino 1.4 Endurance
20.000,1.000 Km,2005,Volkswagen Kombi 1.6 Std 3p Gasolina
90.000,230.000 Km,2014,Mercedes-benz Sprinter Van 2.2 Cdi 415 Lotação Teto Baixo 5p
58.000,1 Km,2010,Mercedes-benz Sprinter Van 2.2 Cdi 313 Luxo Teto Baixo 5p
23.900,230.000 Km,2002,Kia Besta 3.0 Gs Grand 16l 4p
55.000,240 Km,2008,Mercedes-benz Sprinter Van 2.2 Cdi 313 Executiva 5p
55.000,148.000 Km,2010,Mercedes-benz Sprinter Van 2.2 Cdi 313 Lotação Std Teto Alto 5p
24.800,111 Km,2010,Volkswagen Kombi 1.4 Lotação Total Flex 3p
95.590,0 Km,2021,Fiat Doblo Doblò 1.8 Cargo
138.330,1 Km,2020,Novo Fiat Ducato Cargo Curto 2.3 Diesel 4p 2020 Cnpj
49.500,800.000 Km,2008,Mercedes-benz Sprinter Van 2.2 Cdi 313 Lotação Std Teto Alto 5p
109.190,0 Km,2021,Fiat Fiorino Fiorino 1.4 Ambulância
164.490,0 Km,2020,Fiat Ducato Ducato 2.3 Cargo Curto
209.190,0 Km,2020,Fiat Ducato Ducato 2.3 Multi
174.490,0 Km,2020,Fiat Ducato Ducato 2.3 Cargo Médio
181.990,0 Km,2020,Fiat Ducato Ducato 2.3 Multi
205.890,0 Km,2020,Fiat Ducato Ducato 2.3 Multi
204.990,0 Km,2020,Fiat Ducato Ducato 2.3 Maximulti
228.990,0 Km,2020,Fiat Ducato Ducato 2.3 Executivo
19.900,249.000 Km,2007,Volkswagen Kombi 1.4 Escolar Total Flex 3p
173.990,0 Km,2020,Fiat Ducato Ducato 2.3 Maxicargo
29.999,130.000 Km,1998,Volkswagen Eurovan 2.4 4p
72.500,310.000 Km,2011,Mercedes-benz Sprinter Van 2.2 Cdi 313 Executiva 5p
18.000,18.000 Km,1999,Volkswagen Kombi 1.6 Carat 3p Gasolina
64.900,262.500 Km,2011,Mercedes-benz Sprinter Van 2.2 Cdi 313 Lotação Std Teto Alto 5p
29.000,212.000 Km,2011,Volkswagen Kombi 1.4 Escolar Total Flex 3p
77.500,230.000 Km,2012,Mercedes-benz Sprinter Van 2.2 Cdi 313 Executiva 5p
38.000,190.000 Km,2006,Renault Master 2.5 Dci L2h2 16l 5p
115.000,256.000 Km,2014,Mercedes-benz Sprinter Van 2.2 Cdi 515 Lotação Teto Alto 5p
35.000,195.000 Km,2014,Volkswagen Kombi 1.4 Standard Total Flex 3p
33.500,157.845 Km,2005,Renault Master 2.5 Dci L2h2 16l 5p
39.500,282.521 Km,2005,Kia Besta 3.0 Gs Grand 16l 4p
22.000,305.580 Km,2001,Hyundai H100 2.6 Gls 4p
21.000,130.000 Km,2009,Volkswagen Kombi 1.4 Lotação Total Flex 3p
19.800,400 Km,2003,Volkswagen Kombi 1.6 Escolar 3p Álcool
64.000,166.000 Km,2012,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
8.999,123.000 Km,2000,Mercedes-benz Classe A 1.6 Classic 5p 102 Hp
11.700,187.000 Km,2009,Fiat Idea 1.4 Elx Flex 5p
36.500,83.000 Km,2013,Honda Fit 1.4 Dx Flex 5p
79.000,47.674 Km,2015,Mercedes-benz Classe A 1.6 Turbo Flex 5p
34.500,89.800 Km,2011,Mercedes-benz Classe B 1.7 Comfort 5p
35.300,57.000 Km,2010,Honda Fit 1.4 Lx Flex 5p
31.800,67.800 Km,2012,Fiat Idea 1.8 16v Adventure Flex 5p
37.000,90.300 Km,2009,Mercedes-benz Classe B 2.0 5p
23.000,137.000 Km,2005,Honda Fit 1.4 Lx Aut. 5p
18.500,130.000 Km,2010,Fiat Idea 1.4 Elx Flex 5p
25.900,104.000 Km,2006,Honda Fit 1.5 Ex 5p
28.000,47.000 Km,2012,Fiat Idea 1.4 Attractive Flex 5p
24.000,82.660 Km,2008,Chrysler Pt Cruiser 2.4 Limited 5p
28.000,350.000 Km,2013,Chevrolet Spin 1.8 Lt 5l Aut. 5p
169.700,31.950 Km,2015,Mercedes-benz Classe A 2.0 Amg 4matic 5p
19.000,200.000 Km,2008,Fiat Idea 1.4 Elx Flex 5p
26.900,58.000 Km,2013,Chevrolet Spin 1.8 Lt 5l Aut. 5p
53.900,71.100 Km,2016,Honda Fit 1.5 Ex Flex Aut. 5p
35.000,60.000 Km,2015,Citroën Aircross 1.6 16v Tendance Flex 5p
17.500,119.000 Km,2005,Chevrolet Meriva 1.8 Maxx Flex Power 5p
26.000,93.000 Km,2012,Citroën Aircross 1.6 16v Glx Flex 5p
36.500,91.100 Km,2011,Mercedes-benz Classe B 1.7 Comfort 5p
13.000,1.000 Km,2006,Chevrolet Meriva 1.8 Joy Flex Power 5p
45.900,101.078 Km,2014,Chevrolet Spin 1.8 Ltz 7l Aut. 5p
23.500,135.000 Km,2008,Honda Fit 1.4 Lx Flex 5p
18.990,140.000 Km,2006,Fiat Idea 1.4 Elx Flex 5p
19.900,178.000 Km,2006,Honda Fit 1.4 Lxl 5p
30.000,75.000 Km,2013,Citroën C3 Picasso 1.6 16v Exclusive Flex Aut. 5p
15.000,368.333 Km,2007,Chevrolet Meriva 1.8 Maxx Flex Power 5p
39.800,114.000 Km,2010,Mercedes-benz Classe B 2.0 Turbo 5p
30.000,189.334 Km,2011,Honda Fit 1.4 Lxl Flex Aut. 5p
28.000,216.000 Km,2009,Honda Fit 1.4 Lx Flex 5p
12.000,132.000 Km,2003,Mercedes-benz Classe A 1.6 Classic 5p
26.900,65.102 Km,2012,Fiat Idea 1.8 16v Adventure Flex Dualogic 5p
29.500,195.000 Km,2009,Honda Fit 1.4 Lxl Flex 5p
79.900,20.500 Km,2020,Chevrolet Spin 1.8 Activ 7l Aut. 5p
28.500,93.000 Km,2011,Citroën Aircross 1.6 16v Glx Flex 5p
38.000,130.000 Km,2013,Honda Fit 1.4 Lx Flex Aut. 5p
20.000,104.000 Km,2010,Chevrolet Meriva 1.4 Maxx Econoflex 5p
10.900,129.500 Km,2011,Chery Face 1.3 16v 5p
18.500,183 Km,2007,Honda Fit 1.4 Lx 5p
55.000,58.000 Km,2019,Peugeot 2008 1.6 16v Allure Flex Aut. 5p
17.000,179.000 Km,2007,Chevrolet Meriva 1.8 Maxx Flex Power 5p
20.000,221.889 Km,2004,Honda Fit 1.4 Lx Aut. 5p
20.500,142.000 Km,2006,Fiat Idea 1.8 Hlx Flex 5p
38.900,1 Km,2015,Chevrolet Spin 1.8 Lt 5l 5p
17.000,200.000 Km,2004,Honda Fit 1.4 Lx 5p
35.000,49.000 Km,2008,Chrysler Pt Cruiser 2.4 Limited 5p
30.500,200.100 Km,2011,Fiat Doblo 1.8 16v Hlx Flex 5p
14.999,107 Km,2005,Citroën Xsara Picasso 2.0 Glx Aut. 5p
31.900,145.000 Km,2010,Chevrolet Zafira 2.0 Elite Flex Power Aut. 5p
43.000,133.000 Km,2014,Fiat Doblo 1.8 16v Essence Flex 5p
11.500,148.000 Km,2005,Citroën Xsara Picasso 2.0 Exclusive 5p
36.000,120.000 Km,2010,Fiat Doblo 1.8 Adventure Locker Flex 5p
9.500,178.227 Km,2002,Citroën Xsara Picasso 2.0 Brasil 5p
18.000,166.000 Km,2010,Nissan Livina 1.6 Flex 5p
48.550,127.000 Km,2013,Fiat Freemont 2.4 Precision 5p
25.000,137.714 Km,2007,Chevrolet Zafira 2.0 Elite Flex Power Aut. 5p
11.000,131.000 Km,2000,Renault Scenic 1.6 16v Rt 5p
29.000,265.000 Km,2009,Fiat Doblo 1.8 Hlx Flex 5p
32.000,98.000 Km,2013,Jinbei Topic Escolar 2.0 16v Sl 4p
10.500,176.000 Km,2007,Renault Scenic 2.0 16v Privilège Aut. 5p
16.000,172.487 Km,2001,Chevrolet Zafira 2.0 16v 5p
8.500,125.000 Km,1999,Renault Scenic 2.0 Rt 5p
26.000,174.279 Km,2012,Nissan Livina 1.8 Sl Flex Aut. 5p
23.000,600 Km,2007,Chevrolet Zafira 2.0 Expression Flex Power Aut. 5p
11.064,98.000 Km,2003,Citroën Xsara Picasso 2.0 Glx 5p
20.000,168.000 Km,2002,Chevrolet Zafira 2.0 8v 5p
23.690,118.000 Km,2010,Nissan Livina 1.8 Sl Flex Aut. 5p
19.000,320.400 Km,2005,Chevrolet Zafira 2.0 16v Elite 5p
51.999,140.000 Km,2014,Dodge Journey 3.6 Sxt 5p
13.000,155 Km,2008,Citroën Xsara Picasso 2.0 Exclusive 5p
15.000,202.000 Km,2002,Citroën Berlingo 1.8 4p
41.200,142.000 Km,2012,Fiat Freemont 2.4 Precision 5p
14.900,200.000 Km,2006,Renault Kangoo 1.6 16v Expression 5p
21.000,115.000 Km,2012,Citroën Xsara Picasso 1.6 Glx Flex 5p
19.500,141.000 Km,2009,Citroën Xsara Picasso 1.6 Exclusive Flex 5p
12.900,159.000 Km,2004,Citroën Xsara Picasso 2.0 Gxs 5p
15.500,124.800 Km,2007,Citroën Xsara Picasso 2.0 Glx Aut. 5p
21.300,135.000 Km,2006,Chevrolet Zafira 2.0 Elite Flex Power Aut. 5p
45.000,128.000 Km,2012,Dodge Journey 3.6 R/t 5p
40.500,96.000 Km,2010,Dodge Journey 2.7 Sxt 5p
28.700,116.000 Km,2013,Jac J6 2.0 16v Diamond 7l 5p
30.000,158.550 Km,2012,Kia Soul 1.6 Ex Flex 5p
20.000,130.000 Km,2008,Renault Grand Scenic 2.0 Aut. 5p
35.000,71.000 Km,2012,Kia Soul 1.6 Ex Flex 5p
20.000,144 Km,2012,Jac J6 2.0 16v 5l 5p
21.900,290.000 Km,2012,Chevrolet Zafira 2.0 Expression Flex Power Aut. 5p
31.000,119.300 Km,2014,Nissan Livina X-gear 1.8 Flex Aut. 5p
30.000,174 Km,2013,Nissan Grand Livina 1.8 Sl Flex Aut. 5p
27.800,115.000 Km,2013,Nissan Livina X-gear 1.8 Sl Flex Aut. 5p
16.000,250.000 Km,2005,Fiat Doblo 1.3 16v Ex Fire 5p
28.000,136.000 Km,2014,Nissan Livina 1.8 S Flex Aut. 5p
33.000,148.000 Km,2011,Fiat Doblo 1.8 16v Hlx Flex 5p
28.000,1 Km,2001,Kia Carnival 2.5 Gs 5p
40.000,180.000 Km,2013,Fiat Doblo 1.4 Attractive Flex 5p
40.499,58.000 Km,2018,Ford Ka 1.0 Se Flex 5p
79.290,0 Km,2021,Hyundai Hb20 1.0 Diamond Plus Tgdi Flex Aut. 5p
79.290,0 Km,2021,Hyundai Hb20 1.0 Diamond Plus Tgdi Flex Aut. 5p
59.290,0 Km,2021,Hyundai Hb20 1.0 Evolution Flex 5p
24.890,114.765 Km,2011,Peugeot 207 1.6 16v Xs Flex Aut. 5p
36.900,55.000 Km,2019,Fiat Uno 1.0 Drive Flex 5p
42.790,36.000 Km,2020,Fiat Uno 1.0 Fire Attractive
58.990,0 Km,2021,Hyundai Hb20 1.0 Evolution Flex 5p
58.990,0 Km,2021,Hyundai Hb20 1.0 Evolution Flex 5p
58.990,0 Km,2021,Hyundai Hb20 1.0 Evolution Flex 5p
35.500,50.000 Km,2018,Fiat Mobi 1.0 Like Flex 5p
30.499,143.286 Km,2013,Volkswagen Fox 1.0 Trend Tec Total Flex 5p
48.999,51.689 Km,2020,Fiat Argo 1.0 Drive Flex 5p
70.390,0 Km,2021,Hyundai Hb20x 1.6 Vision Flex 5p
32.900,144.000 Km,2015,Ford Ka 1.0 Se Flex 5p
71.290,0 Km,2020,Hyundai Hb20x 1.6 Vision Flex Aut. 5p
75.890,0 Km,2021,Hyundai Hb20x 1.6 Vision Flex Aut. 5p
79.390,0 Km,2020,Hyundai Hb20 1.0 Diamond Plus Tgdi Flex Aut. 5p
77.690,0 Km,2021,Hyundai Hb20 1.0 Sport Tgdi Flex Aut. 5p
73.990,0 Km,2021,Hyundai Hb20 Sport
68.890,0 Km,2021,Hyundai Hb20x 1.6 Vision Flex Aut. 5p
68.890,0 Km,2021,Hyundai Hb20x 1.6 Vision Flex 5p
67.990,0 Km,2021,Hyundai Hb20 1.6 Vision Flex 5p
56.390,0 Km,2020,Hyundai Hb20 1.0 Vision Flex 5p
52.390,0 Km,2021,Hyundai Hb20 1.0 Sense Flex 5p
41.900,43.288 Km,2019,Ford Ka 1.0 Se Flex 5p
36.900,70.000 Km,2015,Chevrolet Onix 1.0 Lt 5p
39.900,119.000 Km,2018,Ford Ka 1.0 Se Plus Flex 5p
26.880,115.000 Km,2012,Volkswagen Fox 1.0 Vht Black Total Flex 5p
30.890,89.383 Km,2013,Fiat Palio Attractive 1.4 Flex 8v Muito Novo!
28.890,153.000 Km,2012,Fiat Idea Essence 1.6 Flex 16v  Impecável!
63.890,30.940 Km,2018,Fiat Argo Hgt 1.8 16v Flex Automático Impecável!
56.890,99.465 Km,2017,Ford Ecosport Freestyle 2.0 Flex 16v 4wd Impecável!
46.890,24.380 Km,2019,Fiat Argo Drive 1.0 6v Flex Impecável!
23.890,94.450 Km,2013,Chevrolet Celta Lt 1.0 Flex 8v Impecável!
35.890,108.260 Km,2014,Peugeot 308 Allure 2.0 Flex 16v Automático C/ Teto Panorâmico!
25.890,131.056 Km,2011,Volkswagen Fox 1.0 Mi Total Flex 8v Maravilhoso!
43.890,27.365 Km,2019,Ford Ka Se 1.0 Flex 12v Impecável!
23.890,97.500 Km,2013,Peugeot 207 207 Xr 1.4 Flex 8v Impecável!
16.877,77.700 Km,2007,Citroën C3 1.6 16v X-tr Flex 5p
28.999,135.000 Km,2013,Chevrolet Agile 1.4 Ltz 5p
40.990,47.000 Km,2018,Ford Ka 1.5 Se Flex 5p
69.900,64.382 Km,2016,Hyundai I30 1.8 Aut. 5p
18.900,81.782 Km,2011,Ford Fiesta 1.0 Flex 5p
36.900,59.000 Km,2017,Ford Ka 1.0 Se Flex 5p
35.900,59.000 Km,2018,Citroën C3 1.2 Origine Ptech Flex 5p
59.900,46.810 Km,2020,Volkswagen Polo 1.6 16v Msi 5p
32.900,73.300 Km,2014,Citroën C3 1.6 Vti 16v Exclusive Flex 5p
26.900,153.000 Km,2011,Fiat Siena 1.4 Attractive Flex 4p
55.790,59.630 Km,2017,Hyundai Hb20s 1.6 Comfort Plus Flex Aut. 4p
109.990,67.000 Km,2017,Ford Fusion 2.0 Titanium Ecoboost Awd Aut. 4p
21.900,145.510 Km,2011,Fiat Siena 1.0 Fire Flex 4p
43.690,75.000 Km,2018,Toyota Etios 1.5 16v Xs Aut. 4p
41.900,44.392 Km,2018,Ford Ka Ka Sedan Se 1.0 (flex)
37.990,89.000 Km,2015,Chevrolet Prisma 1.0 Lt 4p
45.900,100.000 Km,2016,Chevrolet Prisma 1.4 Ltz 4p
68.690,20.000 Km,2019,Nissan Sentra 2.0 S Flex Aut. 4p
17.900,129.000 Km,2010,Fiat Siena 1.0 Fire Flex 4p
47.500,90.000 Km,2011,Mercedes-benz Classe C 1.8 Cgi Avantgarde 4p
59.000,18.000 Km,2018,Ford Focus 2.0 Se Flex Plus Powershift 4p
51.900,62.955 Km,2018,Toyota Etios 1.5 X Sedan 16v
23.900,133.000 Km,2012,Renault Logan Logan Expression 1.6 8v Hi-torque (flex)
19.990,57.000 Km,2009,Ford Fiesta Sedan
63.900,106.000 Km,2016,Chevrolet Cruze 1.8 Lt Ecotec 6 Aut. 4p
18.900,138.900 Km,2010,Renault Logan 1.6 Expression Hi-torque 4p
18.900,155.000 Km,2006,Fiat Siena 1.8 Hlx Flex 4p
51.900,89.000 Km,2014,Chevrolet Cruze 1.8 Lt Ecotec 6 Aut. 4p
158.900,35.500 Km,2019,Volkswagen Jetta Gli 2.0 Ag
35.900,130.072 Km,2013,Chevrolet Cobalt 1.8 Ltz Aut. 4p
44.999,51.000 Km,2018,Ford Ka 1.5 Se Flex 4p
63.990,62.927 Km,2012,Audi A4 2.0 Tfsi Ambiente Multitronic 4p
83.800,91.000 Km,2015,Audi A3 Sedan 1.8 Tfsi Ambition S-tronic 4p
69.900,96.695 Km,2017,Chevrolet Prisma 1.0 Joy 4p
41.900,54.000 Km,2014,Volkswagen Polo Sedan 1.6 Vht Total Flex I-motion 4p
44.500,124.000 Km,2016,Hyundai Hb20s 1.0 Comfort Plus Flex 4p
36.000,123.743 Km,2015,Ford Ka 1.5 Se Flex 4p
49.900,45.630 Km,2020,Renault Logan 1.0 Zen 12v 4p
259.000,2.000 Km,2021,Bmw Serie 3 2.0 M Sport Aut. 4p 184 Hp
44.900,80.549 Km,2015,Chevrolet Prisma 1.4 Lt Aut. 4p
29.999,117.865 Km,2013,Fiat Grand Siena 1.4 Attractive Flex 4p
18.900,130.000 Km,2007,Renault Megane Sedan Dynamique 2.0 16v
43.870,29.000 Km,2019,Ford Ka 1.0 Se Plus Flex 4p
69.900,149.000 Km,2015,Ford Fusion 2.0 Titanium Awd 16v
45.899,253.000 Km,2011,Toyota Camry Camry 3.5 V6 Vvt-i (aut)
39.990,68.000 Km,2016,Fiat Grand Siena 1.6 16v Essence Flex Dualogic 4p
45.900,37.300 Km,2019,Ford Ka 1.5 Se Flex 4p
17.990,298.000 Km,2010,Fiat Siena 1.0 Fire Flex 4p
65.590,1 Km,2021,Hyundai Hb20s 1.0 Evolution Flex 4p
59.800,34.800 Km,2019,Chevrolet Cobalt 1.8 Ltz Aut. 4p
78.900,19.000 Km,2019,Nissan Sentra 2.0 Sv Flex Aut. 4p
85.690,0 Km,2020,Hyundai Hb20s 1.0 Diamond Plus Tgdi Flex Aut. 4p
59.990,0 Km,2021,Hyundai Hb20s 1.0 Vision Flex 4p
72.990,0 Km,2021,Hyundai Hb20s 1.6 Vision Flex Aut. 4p
84.490,0 Km,2020,Hyundai Hb20s 1.0 Diamond Tgdi Flex Aut. 4p
66.990,0 Km,2021,Hyundai Hb20s 1.0 Evolution Flex 4p
33.500,57.000 Km,2015,Volkswagen Voyage 1.0 Trendline Total Flex 4p
68.900,85.000 Km,2015,Hyundai Ix35 2.0 Gls 2wd Flex Aut. 5p
77.900,53.993 Km,2018,Jeep Renegade 1.8 Limited Flex Aut. 5p
117.990,0 Km,2021,Hyundai Creta 2.0 Prestige Flex Aut. 5p
109.900,100 Km,2021,Volkswagen Nivus 1.0 Highline 200 Tsi Aut. 5p
76.900,62.000 Km,2020,Renault Captur 1.6 16v Sce Flex Intense X-tronic
37.990,118.000 Km,2012,Renault Duster 1.6 16v Dynamique Hi-flex 5p
64.800,85.125 Km,2014,Volkswagen Tiguan Tsi
93.990,0 Km,2021,Hyundai Creta 1.6 Smart Plus Flex Aut. 5p
83.390,0 Km,2021,Hyundai Creta 1.6 Action Flex Aut. 5p
53.000,66.000 Km,2016,Renault Duster 2.0 16v Dynamique Hi-flex 5p
107.899,11.000 Km,2020,Jeep Renegade 1.8 16v Flex Limited 4p Automático
55.800,26.000 Km,2018,Lifan X60 1.8 Vip 4x2 5p
21.990,205.000 Km,2005,Ford Ecosport 1.6 Xls Flex 5p
85.800,73.000 Km,2015,Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p
199.890,5.000 Km,2020,Mercedes-benz Classe Gla 1.6 Advance Turbo Flex 5p
69.990,58.625 Km,2017,Jeep Renegade 1.8 Longitude Flex Aut. 5p
115.490,0 Km,2020,Hyundai Creta 2.0 Prestige Flex Aut. 5p
64.490,75.000 Km,2019,Citroën C4 Cactus 1.6 Feel 16v Aut. 5p
49.890,75.000 Km,2015,Ford Ecosport 2.0 16v Se Flex Powershift 5p
94.990,0 Km,2020,Citroën C4 Cactus 1.6 Feel 16v Aut. 5p
76.900,79.000 Km,2014,Mitsubishi Outlander 3.0 V6 Gt 4wd 5p
116.900,100.000 Km,2013,Land Rover Evoque 2.0 Si4 Prestige 5p
52.900,59.542 Km,2015,Ford Ecosport 1.6 16v Titanium Flex 5p
104.900,45.000 Km,2018,Jeep Compass 2.0 Longitude Flex Aut. 5p
112.900,94.000 Km,2013,Land Rover Evoque 2.0 Si4 Dynamic 5p
48.888,97.000 Km,2014,Renault Duster 2.0 16v Dynamique Hi-flex Aut. 5p
66.990,39.000 Km,2017,Jeep Renegade 1.8 Sport Flex Aut. 5p
72.990,90.000 Km,2014,Ford Edge 3.5 Sel Fwd 5p
56.990,41.000 Km,2017,Hyundai Tucson 2.0 Gls 4x2 Flex Aut. 5p
49.890,73.000 Km,2012,Jeep Compass 2.0 Sport Aut. 5p
83.799,40.000 Km,2019,Jeep Renegade 1.8 Longitude Flex Aut. 5p
102.870,59.000 Km,2017,Mitsubishi Outlander 2.0 L4 Cvt 5p
78.000,113.000 Km,2014,Mitsubishi Outlander 3.0 V6 Gt 4wd 5p
339.000,14.181 Km,2020,Land Rover Evoque 2.0 R-dynamic Hse (mhev) 5p Hibrido
48.900,78.000 Km,2015,Hyundai Tucson 2.0 Gls 4x2 Flex Aut. 5p
129.900,97.000 Km,2015,Mercedes-benz Classe Gla 2.0 Sport Turbo 5p
144.000,76.000 Km,2014,Land Rover Discovery 3.0 Sdv6 S 5p
36.990,120.000 Km,2012,Renault Duster 1.6 16v Dynamique Hi-flex 5p
119.990,33.000 Km,2020,Volkswagen T-cross 1.4 Highline 250 Tsi Aut. 5p
89.890,54.391 Km,2018,Chevrolet Tracker 1.4 16v Turbo Flex Premier Automático
35.900,120.000 Km,2010,Hyundai Tucson 2.0 Gl 4x2 Aut. 5p
91.887,50.000 Km,2017,Jeep Compass Compass 2.0 16v Flex Sport Automático
84.990,99.000 Km,2014,Ford Edge 3.5 Limited Awd 5p
34.900,111 Km,2011,Ford Ecosport 1.6 Xls Flex 5p
92.870,0 Km,2021,Hyundai Creta 1.6 Action Flex Aut. 5p
129.000,59.000 Km,2016,Mercedes-benz Classe Gla 1.6 Enduro Turbo Flex 5p
131.888,950 Km,2021,Chevrolet Tracker 1.2 Premier Turbo Aut. 5p
92.790,2.600 Km,2021,Hyundai Creta 1.6 Action Flex Aut. 5p
65.990,0 Km,2021,Renault Duster Oroch 1.6 16v Dynamique
35.648,0 Km,2000,Dodge Dakota 2.5 Sport Cab. Estendida 2p
29.999,0 Km,2005,Nissan Frontier 2.8 Xe Cab. Dupla 4x2 4p
65.990,1 Km,2021,Fiat Strada 1.4 Fire Endurance Cs
190.000,19.000 Km,2020,Chevrolet S10 2.8 Ltz High Country Cab. Dupla 4x4 Aut. 4p
30.900,80.000 Km,2013,Chevrolet Montana 1.4 Ls Econoflex 2p
37.900,155.000 Km,2017,Chevrolet Montana 1.4 Ls Econoflex 2p
89.990,0 Km,2021,Volkswagen Saveiro Cross
85.000,38.000 Km,2019,Fiat Toro 1.8 Endurance 16v Flex 4x2 Aut. 4p
43.990,90.000 Km,2013,Volkswagen Saveiro 1.6 Cross Cab. Estendida Total Flex 2p
53.000,197.000 Km,2009,Toyota Hilux 2.7 Vvt-i Sr Cab. Dupla 4x2 4p
99.900,0 Km,2020,Fiat Toro 1.8 Endurance 16v Flex 4x2 Aut. 4p
129.990,79.888 Km,2017,Toyota Hilux 2.8 Tdi Std Cab. Dupla 4x4 4p
193.000,66.000 Km,2018,Toyota Hilux 2.8 Tdi Srx Cab. Dupla 4x4 Aut. 4p
70.000,80.000 Km,2012,Ford Ranger 3.0 Xlt Cab. Dupla 4x4 4p
53.800,53.877 Km,2013,Mitsubishi Pajero Tr4 2.0 4x4 16v
86.900,38.712 Km,2020,Volkswagen Saveiro 1.6 16v Cross Cab. Dupla Total Flex 2p
30.000,0 Km,2003,Chevrolet S10 2.8 Cab. Simples 4x2 2p
52.990,67.000 Km,2019,Chevrolet Montana 1.4 Sport Econoflex 2p
103.900,29.000 Km,2017,Ford Ranger 2.5 Limited Cab. Dupla 4x2 Flex 4p
36.900,117.000 Km,2015,Chevrolet Montana 1.4 Ls Econoflex 2p
137.890,156.876 Km,2017,Chevrolet S10 2.8 Ltz Cab. Dupla 4x2 Aut. 4p
258.999,0 Km,2020,Volkswagen Amarok 3.0 Highline Cab. Dupla V6 4x4 Aut. 4p
80.980,0 Km,2021,Fiat Strada 1.4 Endurance Cab. Dupla Flex 4p
83.800,0 Km,2021,Fiat Strada 1.3 Firefly Flex Freedom Cs Manual
79.900,49.000 Km,2019,Fiat Toro 1.8 Endurance 16v Flex 4x2 Aut. 4p
214.900,12.600 Km,2020,Ford Ranger 3.2 Limited Cab. Dupla 4x4 Aut. 4p
149.900,0 Km,2020,Fiat Toro 2.0 Volcano 4x4 Aut. 4p
89.900,271.000 Km,2016,Mitsubishi L200 3.2 Gls 4x4 Cd 16v Turbo Intercoler Diesel 4p Manual
140.990,0 Km,2021,Chevrolet S10 Advantage 2.5 4x2
55.900,132.000 Km,2016,Volkswagen Saveiro 1.6 16v Cross Cab. Dupla Total Flex 2p
51.900,38.000 Km,2020,Fiat Strada 1.4 Hard Working Flex 2p
49.900,62.000 Km,2015,Volkswagen Saveiro 1.6 Trendline Cab. Dupla Total Flex 2p
135.000,97.000 Km,2014,Toyota Hilux 3.0 Srv Cab. Dupla 4x4 Aut. 4p
60.000,0 Km,2011,Volkswagen Amarok 2.0 Se Cab. Dupla 4x4 4p
50.000,1 Km,1999,Chevrolet S10 2.5 Std 4x4 2p
163.000,114.000 Km,2018,Volkswagen Amarok 3.0 Highline Cab. Dupla V6 4x4 Aut. 4p
107.900,0 Km,2020,Fiat Toro 1.8 16v Freedom Flex 4x2 Aut. 4p
57.900,71.900 Km,2014,Fiat Strada 1.8 16v Adventure Cab. Dupla Flex 3p
95.000,200.235 Km,2007,Ford F-250 3.9 Xl 4x4 2p
31.000,241.000 Km,2015,Fiat Strada 1.4 Working Flex 2p
60.000,0 Km,2011,Nissan Frontier 2.5 Xe Cab. Dupla 4x2 4p
24.900,139.655 Km,2007,Chevrolet Montana 1.8 Sport Flex Power 2p
